,unique_id,osmid,element_type,amenity,collection_times,operator,postal_code,ref,royal_cypher,geometry,created_by,addr:housenumber,addr:postcode,addr:street,fhrs:id,name,source:addr,wifi,post_box:type,source,toilets,toilets:wheelchair,wheelchair,addr:city,addr:country,fhrs:authority,fhrs:local_authority_id,old_name,post_box:apertures,post_box:design,cuisine,denomination,religion,brewery,internet_access,internet_access:fee,access,capacity,capacity:disabled,fee,maxheight,operator:type,parking,supervised,surface,website,historic,layer,start_date,tourism,wikidata,wikipedia,brand,opening_hours,phone,ref:navads,source:postcode,fixme,bus,public_transport,level,note,shop,source:name,addr:housename,email,outdoor_seating,smoking,open,healthcare,old_amenity,disused,ref:pol_id,fuel:diesel,fuel:octane_95,fuel:octane_98,bicycle_parking,covered,food,sport,recycling:cardboard,recycling:clothes,recycling:glass_bottles,recycling_type,brand:wikidata,brand:wikipedia,short_name,dispensing,backrest,information,addr:full,takeaway,brothel:club,cash_in,drive_through,alt_name,real_ale,payment:coins,payment:credit_cards,payment:debit_cards,payment:telephone_cards,atm:count,addr:place,addr:unit,old_website,currency:GBP,contact:website,atm,source:housenumber,ele,name:en,diet:vegetarian,building,fax,old_cuisine,old_opening_hours,telephone,fixme:addr1,contact:fax,booth,official_name,bar,building:level,opening_hours:covid19,toilets:disposal,source:opening_times,delivery,name:it,gluten_free,old_fhrs:id,leisure,buffet,taxi,recycling:cans,recycling:glass,recycling:paper,female,male,old_shop,contact:facebook,gay,lgbtq,payment:american_express,kindergarten,direction,material,halal,note:cuisine,mapillary,survey:date,vending,highway,cyclestreets_id,pedalboat_rental,motor_vehicle,vegetarian,internet_access:ssid,diet:vegan,payment:cash,payment:electronic_purses,payment:maestro,payment:visa,addr:state,description,emergency,diet:gluten_free,toilets:access,office,drink,dog,wheelchair:step_height,changing_table,contact:phone,air_conditioning,indoor,stars,count,addr:village,social_facility,social_facility:for,operator:wikidata,operator:wikipedia,nodes,park_ride,type,cinema:3D,screen,phone:GB,facebook,twitter,source:geometry,service_times,ref:edubase,hgv,fhrs:rating,capacity:charging,payment:cards,payment:contactless,building:use,name:sr,notes,private,maxstay,maxspeed,fuel:lpg,cqc:location:id,designation,source:building,landuse,owner,listed_status,building:levels,recycling:green_waste,lit,smoothness,ref:NPLG:UPRN:1,url,unisex,area,name:pa,name:gu,name:hi,ref:GB:uprn,studio,room,survey_date,construction,recycling:aluminium,recycling:batteries,recycling:beverage_cartons,recycling:books,recycling:cartons,recycling:electrical_appliances,recycling:magazines,recycling:newspaper,recycling:organic,recycling:paper_packaging,recycling:plastic,recycling:plastic_bottles,recycling:plastic_packaging,recycling:scrap_metal,recycling:shoes,recycling:small_appliances,recycling:waste,recycling:wood,charge,animal_training,ways
1834,way/473975615,473975615,way,pub,,,,,," -1.12906,52.6366551,,-1.1291133,52.6366432,,-1.1291354,52.6366493,,-1.1291988,52.6368323,,-1.1291416,52.6368394,,-1.1291533,52.6368738,,-1.1292105,52.6368667,,-1.1292172,52.6368843,,-1.1291283,52.6368947,,-1.1291132,52.6368426,,-1.12906,52.6366551,,",,52,LE1 3PJ,Humberstone Gate,,The Fountain,,,,,,,,Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4680033048, 4680033049, 4680033050, 4680033051, 4680033056, 4680033057, 4680033060, 4680033059, 4680033058, 4680033052, 4680033048]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,way/473999562,473999562,way,bank,,,,,," -1.1311209,52.6366673,,-1.1311342,52.6367162,,-1.1312295,52.6367076,,-1.1312166,52.636658,,-1.1311209,52.6366673,,",,,,,,Eurochange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,,,"[4680259455, 4680259453, 4680259454, 4680259456, 4680259455]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shop,,,,,,,,,,,,,,,,,,,,,,,
1836,way/473999568,473999568,way,cafe,,,,,," -1.1310259,52.6363075,,-1.1310553,52.6364207,,-1.1311503,52.6364121,,-1.1311208,52.6362985,,-1.1310259,52.6363075,,",,28,LE1 3PH,Humberstone Gate,,Caffè Nero,,,,,,,,Leicester,,,,,,,coffee_shop,,,,yes,,,,,,,,,,,,,,,,,,Caffè Nero,Mo-Sa 07:00-19:00; Su 09:00-18:00,,,,,,,0,,,,,,,no,,,,,,,,,,,,,,,,,Q675808,en:Caffè Nero,,,,,,yes,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,,,"[4680259466, 4680259463, 4680410402, 4680410406, 4680259466]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,
1837,way/474016952,474016952,way,pharmacy,,,,,," -1.1314108,52.6364379,,-1.1312611,52.6364516,,-1.1312195,52.6362888,,-1.1313677,52.6362743,,-1.1314108,52.6364379,,",,22,LE1 3PH,Humberstone Gate,,Boots,,,,,,,yes,Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots,Mo-Sa 08:30-17:30; Su 10:30-16:30,,,,,,,0,,,,,,,,,pharmacy,,,,,,,,,,,,,,,Q6123139,en:Boots UK,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,,,"[4680410393, 4680410403, 4680410405, 4680410400, 4680410393]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shop,,,,,,,,,,,,,,,,,,,,,,,
1838,way/474019714,474019714,way,bank,,,,,," -1.1321934,52.6365808,,-1.1318395,52.6366152,,-1.1318195,52.6365396,,-1.131908,52.6365309,,-1.1318681,52.6363805,,-1.1319568,52.6363719,,-1.1320454,52.6363634,,-1.1320057,52.6362106,,-1.1320942,52.6362021,,-1.1321784,52.6365137,,-1.1321934,52.6365808,,",,,LE1 3PH,Humberstone Gate,,Halifax,,,,,,,yes,Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halifax,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Q3310164,en:Halifax (bank),,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,,,"[4680434331, 4680434332, 4680434333, 4680434334, 4680434336, 4680434335, 4680434329, 4680410417, 4680434330, 4680434339, 4680434331]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,office,,,,,,,,,,,,,,,,,,,,,,,
1839,way/474019715,474019715,way,cafe,,,,,," -1.1321934,52.6365808,,-1.1328038,52.6365298,,-1.1327885,52.6364637,,-1.1325409,52.6364841,,-1.1321784,52.6365137,,-1.1321934,52.6365808,,",,,,,,Costa,,,,,,,,,,,,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,Costa,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Q608845,en:Costa Coffee,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,,,"[4680434331, 1038147535, 4680434338, 4680434341, 4680434339, 4680434331]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,
1840,way/474019716,474019716,way,fast_food,,,,,," -1.1325222,52.6364005,,-1.1327698,52.6363808,,-1.1327885,52.6364637,,-1.1325409,52.6364841,,-1.1325222,52.6364005,,",,,,,,Burger King,,,,,,,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,Burger King,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Q177054,en:Burger King,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,,,"[4680434343, 4680434342, 4680434338, 4680434341, 4680434343]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,
1841,way/474066117,474066117,way,theatre,,,,,," -1.1321292,52.6373599,,-1.132151,52.6374509,,-1.1321011,52.6374965,,-1.1321159,52.6375681,,-1.1321274,52.6376188,,-1.1319306,52.63779,,-1.131817,52.6378831,,-1.1317994,52.6378975,,-1.1315322,52.63779,,-1.1313767,52.6373015,,-1.1317246,52.6372609,,-1.1319316,52.6372381,,-1.1319421,52.6372816,,-1.1321292,52.6373599,,",,,,,,Haymarket Theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5687022,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4680893275, 4681016411, 4681016416, 4681016412, 4680893278, 4680893279, 4681016417, 4680893280, 4680893281, 4680893285, 4680988832, 4680893287, 4680893283, 4680893275]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,way/474072286,474072286,way,toilets,,,,,," -1.1308165,52.6369798,,-1.1308971,52.6369721,,-1.1309147,52.6369704,,-1.1309604,52.6371472,,-1.1308622,52.6371566,,-1.1308165,52.6369798,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,,,"[4680946133, 4680946139, 4680946134, 4680946135, 4680946131, 4680946133]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toilets,,,,,,,,,,,,,,,,,,,,,,,
1843,way/474072287,474072287,way,toilets,,,,,," -1.1309147,52.6369704,,-1.1310016,52.636962,,-1.1310132,52.6369609,,-1.1310588,52.6371379,,-1.1309604,52.6371472,,-1.1309147,52.6369704,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,,,"[4680946134, 4680946140, 4680946136, 4680946137, 4680946135, 4680946134]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toilets,,,,,,,,,,,,,,,,,,,,,,,
1844,way/474076032,474076032,way,fast_food,,,,,," -1.1316431,52.6370694,,-1.131617,52.6369774,,-1.1315264,52.6369868,,-1.1315521,52.6370795,,-1.1316431,52.6370694,,",,,,,,Greggs,,,,,,,yes,,,,,,,,sandwich;bakery,,,,,,,,,,,,,,,,,,,,,,Greggs,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Q3403981,en:Greggs,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,,,"[4680988827, 4680988826, 4680988816, 4680988822, 4680988827]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shop,,,,,,,,,,,,,,,,,,,,,,,
1845,way/474076050,474076050,way,fast_food,,,,,," -1.1327416,52.6366868,,-1.1326102,52.6366622,,-1.1326374,52.6366089,,-1.1327688,52.6366335,,-1.1327416,52.6366868,,",,19,LE1 3GD,Haymarket,839967,Awesome Chips,FHRS Open Data,,,,,,yes,,,,,,,,fish_and_chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,,,"[4680988862, 4680988861, 4680988866, 4680988867, 4680988862]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,way/474161801,474161801,way,bank,,,,,," -1.1326025,52.6357733,,-1.132703,52.6359428,,-1.1326695,52.6359703,,-1.1324273,52.6359749,,-1.1323876,52.6358072,,-1.132384,52.635792,,-1.1324355,52.6357857,,-1.1324484,52.6358079,,-1.1324895,52.6358007,,-1.1324882,52.6357951,,-1.1326025,52.6357733,,",,,,,,HSBC,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4681695829, 4681695819, 4681695820, 4681695821, 4681695824, 4681695830, 4681695828, 4681695833, 4681695832, 4681695831, 4681695829]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,way/474161802,474161802,way,bank,,,,,," -1.1324273,52.6359749,,-1.1323037,52.6359783,,-1.1322757,52.6358137,,-1.1323876,52.6358072,,-1.1324273,52.6359749,,",,5,LE1 1WA,Humberstone Gate,,Coventry Building Society,,,,,,,,Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4681695821, 4681695822, 4681695823, 4681695824, 4681695821]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,way/474161806,474161806,way,cafe,,,,,," -1.1322597,52.6357931,,-1.1322418,52.635732,,-1.1320492,52.6357528,,-1.1320092,52.6357571,,-1.1320271,52.6358183,,-1.1322597,52.6357931,,",,5,LE1 1WT,Fox Lane,,Brucciani,,,,,,,,Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4681695838, 4681695839, 4681695834, 4681695840, 4681695826, 4681695838]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,way/474161809,474161809,way,bank,,,,,," -1.1313641,52.6356536,,-1.1315901,52.6356396,,-1.1318422,52.6357396,,-1.131824,52.6357527,,-1.131832,52.6358333,,-1.131815,52.6358809,,-1.1318558,52.6359236,,-1.1318448,52.6359503,,-1.1318244,52.6359675,,-1.1317961,52.6359823,,-1.1317575,52.6359896,,-1.1317127,52.6359936,,-1.1317037,52.636005,,-1.1316908,52.6359962,,-1.13144,52.6360161,,-1.1314114,52.6358843,,-1.1313641,52.6356536,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4681695860, 4681695861, 4681695862, 4681695863, 4681695864, 4681695865, 4681695866, 4681695870, 4681695879, 4681695871, 4681695872, 4681695869, 4681695867, 4681695868, 4681695885, 4681695884, 4681695860]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,way/474168391,474168391,way,cafe,,,,,," -1.1312432,52.6345584,,-1.1314361,52.6345309,,-1.1314764,52.6345619,,-1.1314194,52.6345905,,-1.1314293,52.6346209,,-1.1313399,52.63467,,-1.1312843,52.6346589,,-1.1312432,52.6345584,,",,56,LE1 1DA,Gallowtree Gate,266171,Caffè Nero,,,,,,yes,yes,Leicester,,,,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,Caffè Nero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q675808,en:Caffè Nero,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4681752486, 4681752488, 4681752789, 4681752790, 4681752791, 3275400998, 4681752487, 4681752486]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
