,unique_id,osmid,element_type,geometry,amenity,building,name,drive_through,fee,operator,note,level,addr:housenumber,addr:postcode,addr:street,opening_hours,phone,addr:city,addr:housename,building:levels,description,source,access,alt_name,brand,brand:wikidata,shop,office,website,ref,wheelchair,leisure,bus,public_transport,ref:NPLG:UPRN:1,parking,emergency,tourism,wikidata,historic,addr:unit,indoor,sport,nodes,brand:wikipedia,service:bicycle:retail,shop_1,denomination,postal_code,religion,fhrs:id,source:postcode,old_name,old_shop,cuisine,fixme,park_ride,supervised,source:addr,cinema:3D,screen,wikipedia,layer,addr:country,contact:facebook,contact:phone,contact:twitter,contact:website,fhrs:authority,fhrs:local_authority_id,opening_hours:covid19,disused:amenity,phone:GB,facebook,food,internet_access,internet_access:fee,internet_access:ssid,twitter,source:geometry,outdoor_seating,height,source:name,second_hand,ref:GB:uprn,email,addr:flats,addr:interpolation,building:use,listed_status,old_amenity,old_denomination,old_religion,telecom,fax,smoking,stars,service_times,area,self_checkout,owner,man_made,HE_ref,notes,fhrs:rating,gay,lgbtq,female,male,residential,healthcare,name:en,club,product,name:sr,social_facility,social_facility:for,other_fhrs:id,cqc:location:id,pool,toilets,toilets:wheelchair,type,source:building,roof:levels,roof:shape,start_date,official_name,landuse,surface,building:colour,building:material,roof:colour,roof:material,craft,capacity,addr:source,brewery,unisex,power,building:min_level,source:addr:postcode,name:pa,name:gu,name:hi,substation,air_conditioning,name:it,butcher,delivery,takeaway,atm,diet:vegetarian,food_hall,disused,disused:shop,architect,wikimedia_commons,studio,abandoned:building,room,cyclestreets_id,gift,building:levels:underground,bar,restaurant,survey_date,add,information,gay:men,gay:transgender,government,dispensing,beauty,opening_date,rooms,material,number_of_apartments,roof:orientation,construction,operator:type,animal_training,ways,service:vehicle:car_repair,service:vehicle:used_car_sales
5764,way/911371184,911371184,way,"-1.1247042,52.5958715,,-1.1248161,52.5958679,,-1.1248222,52.5959381,,-1.1247103,52.5959417,,-1.1247042,52.5958715,,",,yes,0,,,,,,46,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365219, 8462342416, 8462342415, 8462365218, 8462365219]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5765,way/911371185,911371185,way,"-1.1245631,52.595855,,-1.1246838,52.5958507,,-1.1246928,52.5959427,,-1.1245721,52.595947,,-1.1245631,52.595855,,",,yes,0,,,,,,44,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365222, 8462365225, 8462365224, 8462365221, 8462365222]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5766,way/911371186,911371186,way,"-1.1244424,52.5958594,,-1.1245631,52.595855,,-1.1245721,52.595947,,-1.1244514,52.5959514,,-1.1244424,52.5958594,,",,yes,0,,,,,,42,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365226, 8462365222, 8462365221, 8462365223, 8462365226]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5767,way/911371187,911371187,way,"-1.1243187,52.5959565,,-1.1242325,52.5959578,,-1.1242294,52.5958845,,-1.1243156,52.5958832,,-1.1243187,52.5959565,,",,yes,0,,,,,,38,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365228, 8462365231, 8462365230, 8462365227, 8462365228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5768,way/911371188,911371188,way,"-1.1244048,52.5959551,,-1.1243187,52.5959565,,-1.1243156,52.5958832,,-1.1244018,52.5958818,,-1.1244048,52.5959551,,",,yes,0,,,,,,40,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365232, 8462365228, 8462365227, 8462365229, 8462365232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5769,way/911371189,911371189,way,"-1.1240647,52.5958895,,-1.1241513,52.5958883,,-1.1241541,52.5959611,,-1.1240675,52.5959623,,-1.1240647,52.5958895,,",,yes,0,,,,,,36,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365234, 8462365237, 8462365236, 8462365233, 8462365234]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5770,way/911371190,911371190,way,"-1.123978,52.5958908,,-1.1240647,52.5958895,,-1.1240675,52.5959623,,-1.1239808,52.5959636,,-1.123978,52.5958908,,",,yes,0,,,,,,34,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365238, 8462365234, 8462365233, 8462365235, 8462365238]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5771,way/911371191,911371191,way,"-1.1238114,52.5958938,,-1.1239002,52.5958936,,-1.1239007,52.5959682,,-1.1238118,52.5959684,,-1.1238114,52.5958938,,",,yes,0,,,,,,32,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365240, 8462365244, 8462365241, 8462365239, 8462365240]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5772,way/911371192,911371192,way,"-1.1237225,52.595894,,-1.1238114,52.5958938,,-1.1238118,52.5959684,,-1.123723,52.5959686,,-1.1237225,52.595894,,",,yes,0,,,,,,30,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365243, 8462365240, 8462365239, 8462365242, 8462365243]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5773,way/911371193,911371193,way,"-1.1235629,52.5958942,,-1.1236508,52.595895,,-1.123649,52.5959678,,-1.1235611,52.595967,,-1.1235629,52.5958942,,",,yes,0,,,,,,28,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365246, 8462365250, 8462365247, 8462365245, 8462365246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5774,way/911371194,911371194,way,"-1.1234751,52.5958934,,-1.1235629,52.5958942,,-1.1235611,52.595967,,-1.1234733,52.5959662,,-1.1234751,52.5958934,,",,yes,0,,,,,,26,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365249, 8462365246, 8462365245, 8462365248, 8462365249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5775,way/911371195,911371195,way,"-1.1233175,52.5958915,,-1.1234064,52.5958924,,-1.1234043,52.5959649,,-1.1233155,52.595964,,-1.1233175,52.5958915,,",,yes,0,,,,,,24,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365252, 8462365256, 8462365253, 8462365251, 8462365252]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5776,way/911371196,911371196,way,"-1.1232287,52.5958906,,-1.1233175,52.5958915,,-1.1233155,52.595964,,-1.1232266,52.595963,,-1.1232287,52.5958906,,",,yes,0,,,,,,22,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365255, 8462365252, 8462365251, 8462365254, 8462365255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5777,way/911371197,911371197,way,"-1.1230587,52.5959366,,-1.1229759,52.5959368,,-1.1229754,52.5958682,,-1.1230582,52.595868,,-1.1230587,52.5959366,,",,yes,0,,,,,,18,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365258, 8462365261, 8462365260, 8462365257, 8462365258]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,way/911371198,911371198,way,"-1.1231415,52.5959364,,-1.1230587,52.5959366,,-1.1230582,52.595868,,-1.123141,52.5958678,,-1.1231415,52.5959364,,",,yes,0,,,,,,20,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365262, 8462365258, 8462365257, 8462365259, 8462365262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,way/911371199,911371199,way,"-1.1228113,52.5959385,,-1.1227281,52.5959386,,-1.1227279,52.5958698,,-1.122811,52.5958697,,-1.1228113,52.5959385,,",,yes,0,,,,,,14,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365264, 8462365267, 8462365266, 8462365263, 8462365264]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,way/911371200,911371200,way,"-1.1228944,52.5959384,,-1.1228113,52.5959385,,-1.122811,52.5958697,,-1.1228942,52.5958696,,-1.1228944,52.5959384,,",,yes,0,,,,,,16,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365268, 8462365264, 8462365263, 8462365265, 8462365268]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5781,way/911371201,911371201,way,"-1.122564,52.5959409,,-1.1224813,52.5959401,,-1.1224832,52.5958691,,-1.1225659,52.5958699,,-1.122564,52.5959409,,",,yes,0,,,,,,10,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365270, 8462365273, 8462365272, 8462365269, 8462365270]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5782,way/911371202,911371202,way,"-1.1226466,52.5959417,,-1.122564,52.5959409,,-1.1225659,52.5958699,,-1.1226485,52.5958708,,-1.1226466,52.5959417,,",,yes,0,,,,,,12,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365274, 8462365270, 8462365269, 8462365271, 8462365274]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,way/911371203,911371203,way,"-1.1223124,52.5959345,,-1.1222306,52.5959321,,-1.1222358,52.5958645,,-1.1223176,52.5958668,,-1.1223124,52.5959345,,",,yes,0,,,,,,6,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365276, 8462365279, 8462365278, 8462365275, 8462365276]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,way/911371204,911371204,way,"-1.1223942,52.5959368,,-1.1223124,52.5959345,,-1.1223176,52.5958668,,-1.1223994,52.5958692,,-1.1223942,52.5959368,,",,yes,0,,,,,,8,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365280, 8462365276, 8462365275, 8462365277, 8462365280]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5785,way/911371205,911371205,way,"-1.1220778,52.5959252,,-1.1219972,52.5959213,,-1.122006,52.5958539,,-1.1220866,52.5958578,,-1.1220778,52.5959252,,",,yes,0,,,,,,2,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365282, 8462365285, 8462365284, 8462365281, 8462365282]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5786,way/911371206,911371206,way,"-1.1221585,52.5959291,,-1.1220778,52.5959252,,-1.1220866,52.5958578,,-1.1221672,52.5958616,,-1.1221585,52.5959291,,",,yes,0,,,,,,4,,Heddington Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365286, 8462365282, 8462365281, 8462365283, 8462365286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,way/911371207,911371207,way,"-1.1215734,52.5958036,,-1.1215932,52.5957602,,-1.1217097,52.5957798,,-1.1216899,52.5958232,,-1.1215734,52.5958036,,",,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365288, 8462365293, 8462365292, 8462365287, 8462365288]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5788,way/911371208,911371208,way,"-1.1215536,52.595847,,-1.1215734,52.5958036,,-1.1216899,52.5958232,,-1.1216701,52.5958666,,-1.1215536,52.595847,,",,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365290, 8462365288, 8462365287, 8462365289, 8462365290]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5789,way/911371209,911371209,way,"-1.1215338,52.5958904,,-1.1215536,52.595847,,-1.1216701,52.5958666,,-1.1216503,52.59591,,-1.1215338,52.5958904,,",,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365294, 8462365290, 8462365289, 8462365291, 8462365294]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,way/911371210,911371210,way,"-1.1247906,52.5964168,,-1.1247944,52.5964722,,-1.1246774,52.5964752,,-1.1246735,52.5964198,,-1.1247906,52.5964168,,",,yes,0,,,,,,2,,Heddington Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365299, 8462365303, 8462365300, 8462365298, 8462365299]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5791,way/911371211,911371211,way,"-1.1247867,52.5963614,,-1.1247906,52.5964168,,-1.1246735,52.5964198,,-1.1246697,52.5963644,,-1.1247867,52.5963614,,",,yes,0,,,,,,1,,Heddington Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365302, 8462365299, 8462365298, 8462365301, 8462365302]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,way/911371212,911371212,way,"-1.1246255,52.596585,,-1.1246257,52.5965876,,-1.1244891,52.5965909,,-1.1244847,52.5965234,,-1.1246211,52.5965202,,-1.1246216,52.5965284,,-1.1246255,52.596585,,",,yes,0,,,,,,4,,Heddington Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365305, 8462365309, 8462365308, 8462365311, 8462365310, 8462365304, 8462365305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5793,way/911371213,911371213,way,"-1.1243413,52.596526,,-1.1244337,52.5965235,,-1.1244387,52.5965938,,-1.1243463,52.5965962,,-1.1243413,52.596526,,",,yes,0,,,,,,5,,Heddington Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365313, 8462365316, 8462365315, 8462365312, 8462365313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5794,way/911371214,911371214,way,"-1.1242489,52.5965284,,-1.1243413,52.596526,,-1.1243463,52.5965962,,-1.124254,52.5965987,,-1.1242489,52.5965284,,",,yes,0,,,,,,6,,Heddington Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365317, 8462365313, 8462365312, 8462365314, 8462365317]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,way/911371215,911371215,way,"-1.1241818,52.5964889,,-1.1241852,52.5965447,,-1.1240492,52.5965478,,-1.1240458,52.5964919,,-1.124067,52.5964915,,-1.1241818,52.5964889,,",,yes,0,,,,,,7,,Heddington Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365320, 8462365323, 8462365322, 8462365318, 8462365319, 8462365320]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,way/911371216,911371216,way,"-1.1241769,52.5964088,,-1.1241818,52.5964889,,-1.124067,52.5964915,,-1.1240622,52.5964113,,-1.1241769,52.5964088,,",,yes,0,,,,,,8,,Heddington Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365324, 8462365320, 8462365319, 8462365321, 8462365324]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,way/911371217,911371217,way,"-1.1241006,52.5961659,,-1.1241691,52.5961643,,-1.1241737,52.5962354,,-1.1241051,52.5962371,,-1.1241006,52.5961659,,",,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365326, 8462365330, 8462365327, 8462365325, 8462365326]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5798,way/911371218,911371218,way,"-1.124032,52.5961675,,-1.1241006,52.5961659,,-1.1241051,52.5962371,,-1.1240366,52.5962387,,-1.124032,52.5961675,,",,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365329, 8462365326, 8462365325, 8462365328, 8462365329]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5799,way/911371219,911371219,way,"-1.1239063,52.5961696,,-1.1239924,52.5961684,,-1.123995,52.5962353,,-1.1239088,52.5962366,,-1.1239063,52.5961696,,",,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365332, 8462365336, 8462365333, 8462365331, 8462365332]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,way/911371220,911371220,way,"-1.1238201,52.5961708,,-1.1239063,52.5961696,,-1.1239088,52.5962366,,-1.1238227,52.5962378,,-1.1238201,52.5961708,,",,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365335, 8462365332, 8462365331, 8462365334, 8462365335]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,way/911371221,911371221,way,"-1.1236637,52.5962181,,-1.1236101,52.5962177,,-1.123611,52.5961725,,-1.1237547,52.5961736,,-1.1237534,52.5962298,,-1.1236635,52.5962291,,-1.1236637,52.5962181,,",,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365337, 8462365338, 8462365339, 8462365341, 8462365342, 8462365340, 8462365337]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5802,way/911371222,911371222,way,"-1.1236045,52.5962199,,-1.1234748,52.5962183,,-1.1234765,52.5961681,,-1.1236062,52.5961698,,-1.1236045,52.5962199,,",,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365346, 8462365345, 8462365344, 8462365343, 8462365346]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,way/911371223,911371223,way,"-1.1235246,52.5963115,,-1.123518,52.5963624,,-1.1234001,52.5963569,,-1.1234066,52.5963059,,-1.1235246,52.5963115,,",,yes,0,,,,,,29,,Ramsbury Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365348, 8462365352, 8462365349, 8462365347, 8462365348]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5804,way/911371224,911371224,way,"-1.1235311,52.5962606,,-1.1235246,52.5963115,,-1.1234066,52.5963059,,-1.1234131,52.596255,,-1.1235311,52.5962606,,",,yes,0,,,,,,31,,Ramsbury Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365351, 8462365348, 8462365347, 8462365350, 8462365351]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,way/911371225,911371225,way,"-1.1235041,52.596462,,-1.1234999,52.5965131,,-1.1233849,52.5965097,,-1.1233891,52.5964585,,-1.1235041,52.596462,,",,yes,0,,,,,,25,,Ramsbury Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8462365354, 8462365358, 8462365355, 8462365353, 8462365354]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
